STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000002609,CID000004075,C0019080,Bleeding
CID000002609,CID000003032,C0013362,dysarthria
CID000002609,CID000004900,C0699744,ear infection
CID000002609,CID000004585,C0015230,eruption
CID000002609,CID000004583,C0152128,drug withdrawal
CID000002609,CID000003961,C0043096,loss of weight
CID000002609,CID000004168,C0011615,allergic dermatitis
CID000002609,CID000005719,C0263912,rotator cuff syndrome
CID000002609,CID000005152,C0038454,apoplexy
CID000002609,CID000004091,C0038454,apoplexy
CID000002609,CID000154059,C0263912,rotator cuff syndrome
CID000002609,CID000004205,C0013362,dysarthria
CID000002609,CID000004845,C0020443,elevated cholesterol
CID000002609,CID000002764,C0038454,apoplexy
CID000002609,CID000004691,C0038454,apoplexy
CID000002609,CID000004253,C0009806,constipated
CID000002609,CID003468412,C0030193,Pain
CID000002609,CID000003255,C0038454,apoplexy
CID000002609,CID000003042,C0038454,apoplexy
CID000002656,CID000002662,C0043096,loss of weight
CID000002656,CID000003877,C0038454,apoplexy
CID000002656,CID000004691,C0008325,cholecystitis
CID000002656,CID005311039,C0043096,loss of weight
CID000002656,CID000004812,C0038450,stridor
CID000002656,CID000004170,C0043096,loss of weight
CID000002656,CID000054547,C0027769,nervous tension
CID000002656,CID000002818,C0040034,thrombocytopenia
CID000002656,CID000003108,C0038454,apoplexy
CID000002656,CID000003741,C0750426,increased white blood cell count
CID000002656,CID000024486,C0005424,biliary tract disorder
CID000002656,CID000213039,C0019360,herpes zoster
CID000002656,CID000002895,C0497156,Adenopathy
CID000002656,CID000004991,C0008350,cholelithiasis
CID000002656,CID000003310,C0522055,abnormal ECG
CID000002656,CID000004075,C0015230,eruption
CID000002656,CID000002771,C0008325,cholecystitis
CID000002656,CID000072938,C0750426,increased white blood cell count
CID000002656,CID000005184,C0032290,aspiration pneumonia
CID000002656,CID000004585,C0004604,Back Ache
CID000002656,CID000004583,C0026986,myelodysplasia
CID000002656,CID000005578,C0040034,thrombocytopenia
CID000002656,CID000005394,C0038454,apoplexy
CID000002656,CID000104741,C0027726,nephrotic syndrome
CID000002656,CID000003414,C0025287,meningeal irritation
CID000002656,CID000056339,C0038454,apoplexy
CID000002656,CID000003203,C0497156,Adenopathy
CID000002656,CID000003827,C0015230,eruption
CID000002656,CID000003454,C0041834,erythema
CID000002656,CID005329102,C0009806,constipated
CID000002656,CID000041317,C0030193,Pain
CID000002656,CID000004943,C0151611,abnormal EEG
CID000002656,CID000005212,C0013922,embolism
CID000002656,CID000004168,C0025637,methaemoglobinaemia
CID000002656,CID000004834,C0042384,angiitis
CID000002656,CID000005152,C0497156,Adenopathy
CID000002656,CID000005155,C0003811,Arrhythmia
CID000002656,CID000003403,C0031154,peritonitis
CID000002656,CID000003404,C0004601,back injury
CID000002656,CID000124087,C0040034,thrombocytopenia
CID000002656,CID000004674,C0038454,apoplexy
CID000002656,CID000004091,C0017152,gastric inflammation
CID000002656,CID000444013,C0041834,erythema
CID000002656,CID000003121,C0015967,body temperature increased
CID000002656,CID000002658,C0008325,cholecystitis
CID000002656,CID000005002,C0038454,apoplexy
CID000002656,CID000005291,C0151904,Aspartate Aminotransferase Increase
CID000002656,CID000008953,C0522055,abnormal ECG
CID000002656,CID005311027,C0497156,Adenopathy
CID000002656,CID000054688,C0042384,angiitis
CID000002656,CID000004603,C0014742,erythema multiforme
CID000002656,CID000004609,C0595939,still birth
CID000002656,CID000060843,C0149745,mouth ulcer
CID000002656,CID000004419,C0497156,Adenopathy
CID000002656,CID000002806,C0041834,erythema
CID000002656,CID000004253,C0041834,erythema
CID000002656,CID000003325,C0497156,Adenopathy
CID000002656,CID000508230,C0040034,thrombocytopenia
CID000002656,CID000041693,C0043096,loss of weight
CID000002656,CID000004064,C0040034,thrombocytopenia
CID000002656,CID000005077,C0041834,erythema
CID000002656,CID000036811,C0149725,Chest infection
CID000002656,CID000003032,C0008325,cholecystitis
CID000002656,CID003002190,C0038454,apoplexy
CID000002656,CID000004205,C0008325,cholecystitis
CID000002656,CID000125889,C0027441,nasopharyngitis
CID000002656,CID000004856,C0014742,erythema multiforme
CID000002656,CID000005735,C0038454,apoplexy
CID000002656,CID000005732,C0025637,methaemoglobinaemia
CID000002656,CID000004463,C0027497,nausea
CID000002656,CID000003661,C0151699,haemorrhage intracranial
CID000002656,CID000003467,C0012569,Diplopia
CID000002656,CID000003463,C0043096,loss of weight
CID000002656,CID000003461,C0031099,periodontitis
CID000002656,CID000003339,C0008325,cholecystitis
CID000002656,CID000003148,C0497156,Adenopathy
CID000002656,CID000002786,C0012569,Diplopia
CID000002656,CID000003780,C0015230,eruption
CID000002656,CID000005402,C0041834,erythema
CID000002656,CID000005401,C0041834,erythema
CID000002656,CID003085017,C0041834,erythema
CID000002656,CID000003379,C0040034,thrombocytopenia
CID000002656,CID000005215,C0009806,constipated
CID000002656,CID000004547,C0040034,thrombocytopenia
CID000002656,CID000003702,C0020538,High blood pressure
CID000002656,CID000148211,C0497156,Adenopathy
CID000002656,CID000074989,C0015230,eruption
CID000002656,CID000003516,C0151636,Extrasystoles Ventricular
CID000002656,CID000002955,C0025637,methaemoglobinaemia
CID000002656,CID000004607,C0042384,angiitis
CID000002656,CID000003962,C0041834,erythema
CID000002656,CID000003961,C1257843,colitis pseudomembranous
CID000002656,CID000004171,C0041834,erythema
CID000002656,CID000004829,C0017152,gastric inflammation
CID000002656,CID000093860,C0750426,increased white blood cell count
CID000002656,CID000003385,C0151611,abnormal EEG
CID000002656,CID000003652,C0038454,apoplexy
CID000002656,CID005282044,C0004144,atelectasis
CID000002656,CID000003410,C0042384,angiitis
CID000002656,CID000003419,C0151636,Extrasystoles Ventricular
CID000002656,CID000003676,C0041834,erythema
CID000002656,CID000005472,C0020443,elevated cholesterol
CID000002656,CID000004900,C0008325,cholecystitis
CID000002656,CID000005978,C0043096,loss of weight
CID000002656,CID000054841,C0038450,stridor
CID000002656,CID000051263,C0040034,thrombocytopenia
CID000002656,CID000034312,C0004604,Back Ache
CID000002656,CID000005095,C0027441,nasopharyngitis
CID000002656,CID000002764,C0041834,erythema
CID000002656,CID000004999,C0027441,nasopharyngitis
CID000002656,CID000002801,C0019080,Bleeding
CID000002656,CID000041781,C0235527,right heart failure
CID000002656,CID000004634,C0013362,dysarthria
CID000002656,CID000004873,C0497156,Adenopathy
CID000002656,CID000003878,C0042384,angiitis
CID000002656,CID000003449,C0032285,neumonia
CID000002656,CID003468412,C0497156,Adenopathy
CID000002656,CID000003767,C0013221,drug toxicity NOS
CID000002656,CID000005426,C0042384,angiitis
CID000002656,CID000060696,C0015230,eruption
CID000002656,CID000071273,C0020649,arterial pressure NOS decreased
CID000002656,CID000004058,C0017152,gastric inflammation
CID000002656,CID000004053,C0014457,Eosinophil Count Increased
CID000002656,CID000003255,C0699744,ear infection
CID000002656,CID000005040,C0013221,drug toxicity NOS
CID000002656,CID000068740,C0497156,Adenopathy
CID000002656,CID000005203,C0231807,Dyspnea exertional
CID000002656,CID000003510,C0041834,erythema
CID000002656,CID000005514,C0151611,abnormal EEG
CID000002656,CID000060184,C0040034,thrombocytopenia
CID000002656,CID000005496,C0043096,loss of weight
CID000002656,CID000002713,C0020649,arterial pressure NOS decreased
CID000002656,CID000003672,C0025637,methaemoglobinaemia
CID000002656,CID000003478,C0038454,apoplexy
CID000002656,CID000003367,C0497156,Adenopathy
CID000002656,CID000005372,C0017152,gastric inflammation
CID000002656,CID000005379,C0522055,abnormal ECG
CID000002662,CID000004236,C0497156,Adenopathy
CID000002662,CID000004748,C0030193,Pain
CID000002662,CID000004740,C0008325,cholecystitis
CID000002662,CID000002749,C0043096,loss of weight
CID000002662,CID000016231,C0013604,edema
CID000002662,CID000072054,C0004144,atelectasis
CID000002662,CID000068740,C0017152,gastric inflammation
CID000002662,CID000005472,C0038454,apoplexy
CID000002662,CID000002955,C0015230,eruption
CID000002662,CID000005735,C0162529,colitis ischemic
CID000002662,CID000005732,C0017152,gastric inflammation
CID000002662,CID000005731,C0007642,cellulitis
CID000002662,CID000124087,C0008325,cholecystitis
CID000002662,CID000003325,C0017152,gastric inflammation
CID000002662,CID000197712,C0151699,haemorrhage intracranial
CID000002662,CID000443871,C0020437,Blood Calcium Increased
CID000002662,CID000004583,C0017152,gastric inflammation
CID000002662,CID000004585,C0017152,gastric inflammation
CID000002662,CID000005184,C0042384,angiitis
CID000002662,CID000003403,C0008325,cholecystitis
CID000002662,CID000004171,C0017152,gastric inflammation
CID000002662,CID000047725,C0232492,abdominal pain upper
CID000002662,CID000005077,C0522055,abnormal ECG
CID000002662,CID000005078,C0008325,cholecystitis
CID000002662,CID000003148,C0017152,gastric inflammation
CID000002662,CID000002719,C0042384,angiitis
CID000002662,CID000002713,C0020443,elevated cholesterol
CID000002662,CID000041317,C0009806,constipated
CID000002662,CID000004691,C0017152,gastric inflammation
CID000002662,CID000060787,C0019080,Bleeding
CID000002662,CID000003449,C0017152,gastric inflammation
CID000002662,CID000110635,C0043096,loss of weight
CID000002662,CID000004614,C0497156,Adenopathy
CID000002662,CID000003379,C0497156,Adenopathy
CID000002662,CID000003877,C0028840,ocular hypertension
CID000002662,CID000160051,C0042384,angiitis
CID000002662,CID000003652,C0017152,gastric inflammation
CID000002662,CID003062316,C0040034,thrombocytopenia
CID000002662,CID000054841,C0522055,abnormal ECG
CID000002662,CID000002801,C0011615,allergic dermatitis
CID000002662,CID000002806,C0017152,gastric inflammation
CID000002662,CID000004885,C0041834,erythema
CID000002662,CID000004058,C0004601,back injury
CID000002662,CID005329102,C0151632,elevated erythrocyte sedimentation rate
CID000002662,CID000005496,C0032285,neumonia
CID000002662,CID000008953,C0042384,angiitis
CID000002662,CID000004409,C0017152,gastric inflammation
CID000002662,CID000003203,C0027441,nasopharyngitis
CID000002662,CID000003419,C0017152,gastric inflammation
CID000002662,CID000003410,C0042963,emesis
CID000002662,CID000004873,C0008325,cholecystitis
CID000002662,CID003085017,C0013221,drug toxicity NOS
CID000002662,CID000154059,C0426636,defaecation urgency
CID000002662,CID000002978,C0041834,erythema
CID000002662,CID000060198,C0497156,Adenopathy
CID000002662,CID000005514,C0008325,cholecystitis
CID000002662,CID000004991,C0043096,loss of weight
CID000002662,CID000003510,C0043096,loss of weight
CID000002662,CID000003516,C0497156,Adenopathy
CID000002662,CID000005203,C0017152,gastric inflammation
CID000002662,CID000444013,C0016382,facial flushing
CID000002662,CID000004053,C0041834,erythema
CID000002662,CID000003702,C0008325,cholecystitis
CID000002662,CID000003706,C0017601,glaucoma
CID000002662,CID000002771,C0013456,ear ache
CID000002662,CID000024011,C0043096,loss of weight
CID000002662,CID000003827,C0018099,gout
CID000002662,CID000003255,C0017152,gastric inflammation
CID000002662,CID000003780,C0017152,gastric inflammation
CID000002662,CID000003784,C0043096,loss of weight
CID000002662,CID005311027,C0008325,cholecystitis
CID000002662,CID000004943,C0022346,icterus
CID000002662,CID000005095,C0041834,erythema
CID000002662,CID000004205,C0017152,gastric inflammation
CID000002662,CID000004674,C0017152,gastric inflammation
CID000002662,CID000048175,C0043096,loss of weight
CID000002662,CID000004829,C0041834,erythema
CID000002662,CID000125889,C0497156,Adenopathy
CID000002662,CID000005394,C0043096,loss of weight
CID000002662,CID000004168,C0008325,cholecystitis
CID000002662,CID000003676,C0008325,cholecystitis
CID000002662,CID000003672,C0017152,gastric inflammation
CID000002662,CID000002786,C0231807,Dyspnea exertional
CID000002662,CID000060164,C0031099,periodontitis
CID000002662,CID000150310,C0027497,nausea
CID000002662,CID000004547,C0000889,acanthosis nigricans
CID000002662,CID000012536,C0011854,insulin dependent diabetes mellitus
CID000002662,CID000005352,C0037052,sick sinus syndrome
CID000002662,CID000004911,C0263912,rotator cuff syndrome
CID000002662,CID000003478,C0497156,Adenopathy
CID000002662,CID000004253,C0008325,cholecystitis
CID000002662,CID000003878,C0041834,erythema
CID000002662,CID000125017,C0039231,heart rate increased
CID000002662,CID000054688,C0017152,gastric inflammation
CID000002662,CID000003385,C0497156,Adenopathy
CID000002662,CID000003382,C0043096,loss of weight
CID000002662,CID000004812,C0030193,Pain
CID000002662,CID000004819,C0085631,agitated
CID000002662,CID000004138,C0043096,loss of weight
CID000002662,CID004659569,C0040997,trigeminal neuralgia
CID000002662,CID004659568,C0038999,bulging
CID000002662,CID000005578,C0043096,loss of weight
CID000002662,CID000002818,C0043094,weight gain
CID000002662,CID000003305,C0162529,colitis ischemic
CID000002662,CID000004170,C0008325,cholecystitis
CID000002662,CID000004075,C0017152,gastric inflammation
CID000002662,CID000002895,C0017152,gastric inflammation
CID000002662,CID000003767,C0497156,Adenopathy
CID000002662,CID000013342,C0017152,gastric inflammation
CID000002662,CID000003108,C1260880,rhinorrhea
CID000002662,CID000041781,C0043096,loss of weight
CID000002662,CID000054374,C0018099,gout
CID000002662,CID000005401,C0008325,cholecystitis
CID000002662,CID000005402,C0004604,Back Ache
CID000002662,CID000005408,C0004601,back injury
CID000002662,CID000068844,C0013221,drug toxicity NOS
CID000002662,CID000004856,C0497156,Adenopathy
CID000002662,CID000005372,C0042384,angiitis
CID000002662,CID000003404,C0011854,insulin dependent diabetes mellitus
CID000002662,CID000004845,C0043096,loss of weight
CID000002662,CID000004499,C0017152,gastric inflammation
CID000002662,CID000060184,C0043096,loss of weight
CID000002662,CID000060843,C0497156,Adenopathy
CID000002662,CID000003961,C0017152,gastric inflammation
CID000002662,CID000003962,C0008325,cholecystitis
CID000002662,CID000003032,C0017152,gastric inflammation
CID000002662,CID000003339,C0008325,cholecystitis
CID000002662,CID000148211,C0007642,cellulitis
CID000002662,CID000104741,C0037195,Sinus headache
CID000002662,CID000005002,C0702166,Acne
CID000002662,CID000004513,C0017152,gastric inflammation
CID000002662,CID000002764,C0008325,cholecystitis
CID000002662,CID009571074,C0318712,gastroenteritis viral
CID000002662,CID000005379,C0017152,gastric inflammation
CID000002662,CID000034312,C0041834,erythema
CID000002662,CID000005454,C0006112,metabolic encephalopathy
CID000002662,CID000004440,C0005586,bipolar disorder
CID000002662,CID000004609,C0043096,loss of weight
CID000002662,CID000004603,C0008325,cholecystitis
CID000002662,CID000003367,C0018099,gout
CID000002662,CID000004195,C0011615,allergic dermatitis
CID000002662,CID000057537,C0038999,bulging
CID000002662,CID000003661,C0043096,loss of weight
CID000002662,CID000005719,C0041834,erythema
CID000002662,CID003002190,C0015230,eruption
CID000002662,CID000003042,C0043096,loss of weight
CID000002662,CID000004091,C0017152,gastric inflammation
CID000002662,CID000074989,C0009319,colitis
CID000002662,CID005493381,C0026986,myelodysplasia
CID000002662,CID000002732,C0038454,apoplexy
CID000002662,CID000123606,C0043096,loss of weight
CID000002662,CID000024486,C0522055,abnormal ECG
CID000002662,CID000004900,C0017152,gastric inflammation
CID000002662,CID003468412,C0497156,Adenopathy
CID000002662,CID000003121,C0497156,Adenopathy
CID000002662,CID000005978,C0017152,gastric inflammation
CID000002662,CID000093860,C0017152,gastric inflammation
CID000002662,CID000003461,C0017152,gastric inflammation
CID000002662,CID000003463,C0008325,cholecystitis
CID000002662,CID000003467,C0008325,cholecystitis
CID000002662,CID000005155,C0015230,eruption
CID000002662,CID000005152,C0008325,cholecystitis
CID000002662,CID000004771,C0235527,right heart failure
CID000002662,CID000091270,C0041834,erythema
CID000002662,CID000005426,C0026986,myelodysplasia
CID000002662,CID000003869,C0004604,Back Ache
CID000002662,CID000077993,C0043096,loss of weight
CID000002662,CID000004634,C0008325,cholecystitis
CID000002662,CID000002676,C0263912,rotator cuff syndrome
CID000002662,CID004479097,C0013221,drug toxicity NOS
CID000002662,CID000003397,C0002871,anaemia
CID000002662,CID000005212,C0017152,gastric inflammation
CID000002662,CID000005291,C0497156,Adenopathy
CID000002662,CID000003637,C0043096,loss of weight
CID000002662,CID000003902,C0497156,Adenopathy
CID000002662,CID000003310,C0017152,gastric inflammation
CID000002662,CID000056959,C0040034,thrombocytopenia
CID000002662,CID000005210,C0004601,back injury
CID000002662,CID000005215,C0017152,gastric inflammation
CID000002662,CID000151165,C0041834,erythema
CID000003661,CID000004419,C0013604,edema
CID000003661,CID000068740,C0267596,haemorrhage rectum
CID000003661,CID000024486,C0032285,neumonia
CID000003661,CID005311082,C0428977,bradycardia
CID000003661,CID000005496,C0008325,cholecystitis
CID000003661,CID000008953,C0017152,gastric inflammation
CID000003661,CID000004885,C0013604,edema
CID000003661,CID000004873,C0017152,gastric inflammation
CID000003661,CID000005514,C0318712,gastroenteritis viral
CID000003661,CID000005372,C0042384,angiitis
CID000003661,CID000071273,C0011127,decubitus ulcer
CID000003661,CID000004943,C0008325,cholecystitis
CID000003661,CID000004583,C0038454,apoplexy
CID000003661,CID000004091,C0013604,edema
CID000003661,CID000003741,C0002962,angina
CID000003661,CID000004829,C0027441,nasopharyngitis
CID000003661,CID003468412,C0497156,Adenopathy
CID000003661,CID000004205,C0009676,confusion
CID000003661,CID000003869,C0151699,haemorrhage intracranial
CID000003661,CID000003961,C0019079,coughing blood
CID000003661,CID000042113,C0015230,eruption
CID000003661,CID000004991,C0011168,deglutition disorder
CID000003661,CID000005394,C0004144,atelectasis
CID000003661,CID000004819,C0019080,Bleeding
CID000003661,CID000005184,C0085635,flashing lights
CID000003661,CID000004058,C0011168,deglutition disorder
CID000003661,CID000003821,C0040034,thrombocytopenia
CID000003661,CID000005732,C0004144,atelectasis
CID000003661,CID000005095,C0013144,drowsiness
CID000003661,CID000005002,C0013362,dysarthria
CID000003661,CID000054688,C0020440,Hypercapnia
CID000003661,CID000047320,C0032285,neumonia
CID000003661,CID000060696,C0013362,dysarthria
CID000003661,CID004659568,C0013144,drowsiness
CID000003661,CID000060612,C0085631,agitated
CID000003661,CID000125889,C0043096,loss of weight
CID000003661,CID000004609,C0043096,loss of weight
CID000003661,CID000004607,C0013144,drowsiness
CID000003661,CID000004253,C0497156,Adenopathy
CID000003661,CID000004834,C0040034,thrombocytopenia
CID000003661,CID000443871,C0042963,emesis
CID000003661,CID000004171,C0017152,gastric inflammation
CID000003661,CID000004900,C0010200,Cough
CID000003661,CID000148211,C0041834,erythema
CID000003661,CID000005203,C0015230,eruption
CID000003661,CID000004634,C0002064,respiratory alkalosis
CID000003661,CID000003780,C0013362,dysarthria
CID000003661,CID000151165,C0030554,Paraesthesia
CID000003661,CID000004168,C0151611,abnormal EEG
CID000003661,CID000003676,C0085615,bundle branch block right
CID000003661,CID000003734,C0002962,angina
CID000003661,CID000004585,C0497156,Adenopathy
CID000003661,CID000003672,C0013362,dysarthria
CID000003661,CID000004691,C0702166,Acne
CID000003661,CID000060815,C0019080,Bleeding
CID000003661,CID000041693,C0038525,subarachnoid haemorrhage
CID000004419,CID000005732,C0041834,erythema
CID000004419,CID000004585,C0013362,dysarthria
CID000004419,CID000005203,C0522055,abnormal ECG
CID000004419,CID000004943,C0151611,abnormal EEG
CID000004419,CID005311039,C0035222,Acute Respiratory Distress Syndrome
CID000004419,CID000004583,C0007642,cellulitis
CID000004419,CID000004691,C0428977,bradycardia
CID000004419,CID000005771,C0042384,angiitis
CID000004419,CID003468412,C0522055,abnormal ECG
CID000004419,CID000005379,C0522055,abnormal ECG
CID000005210,CID000005426,C0497156,Adenopathy
CID000005210,CID000005514,C0020505,hyperalimentation
CID000005210,CID000005731,C0027497,nausea
CID000005210,CID000124087,C0017152,gastric inflammation
CID000005210,CID000005732,C0043096,loss of weight
CID000005203,CID005329102,C0013221,drug toxicity NOS
CID000005203,CID000012536,C0017152,gastric inflammation
CID000005203,CID000148211,C0750426,increased white blood cell count
CID000005203,CID000068844,C0013221,drug toxicity NOS
CID000005203,CID003085017,C0026986,myelodysplasia
CID000005203,CID000115237,C0004601,back injury
CID000005203,CID000005578,C0038454,apoplexy
CID000005203,CID004479097,C0013362,dysarthria
CID000005203,CID000060843,C0043096,loss of weight
CID000005203,CID005493381,C0522055,abnormal ECG
CID000005203,CID000005426,C0017152,gastric inflammation
CID000005203,CID000054688,C0041834,erythema
CID000005203,CID000005372,C0006112,metabolic encephalopathy
CID000005203,CID000005379,C0008325,cholecystitis
CID000005203,CID000151165,C0006112,metabolic encephalopathy
CID000005203,CID000005212,C0008325,cholecystitis
CID000005203,CID006436173,C0392525,Nephrolithiasis
CID000005203,CID000160051,C0014724,belching
CID000005203,CID000054841,C0037195,Sinus headache
CID000005203,CID000054374,C0038454,apoplexy
CID000005203,CID000027991,C0522055,abnormal ECG
CID000005203,CID000057537,C0038454,apoplexy
CID000005203,CID000024486,C0041834,erythema
CID000005203,CID000125889,C0702166,Acne
CID000005203,CID003062316,C0013221,drug toxicity NOS
CID000005203,CID000005496,C0151706,bleeding Vaginal
CID000005203,CID000123606,C0043096,loss of weight
CID000005203,CID000124087,C0017152,gastric inflammation
CID000005203,CID000005352,C0038454,apoplexy
CID000005203,CID000125017,C0011168,deglutition disorder
CID000005203,CID000071158,C0012833,dizziness
CID000005203,CID000041781,C0497156,Adenopathy
CID000005203,CID000197712,C0007642,cellulitis
CID000005203,CID004659568,C0043094,weight gain
CID000005203,CID000005731,C0699744,ear infection
CID000005203,CID000005732,C0017152,gastric inflammation
CID000005203,CID000213039,C0015230,eruption
CID000005203,CID000005472,C0025286,meningioma
CID000005203,CID000060184,C0020538,High blood pressure
CID000005203,CID000072054,C0017152,gastric inflammation
CID000005203,CID000005735,C0031099,periodontitis
CID000005203,CID000508230,C0043096,loss of weight
CID000005203,CID000154059,C0497156,Adenopathy
CID000005203,CID000074989,C0522055,abnormal ECG
CID000005203,CID000077992,C0013362,dysarthria
CID000005203,CID000077993,C0006325,bruxism
CID000005203,CID000005402,C0004604,Back Ache
CID000005203,CID003468412,C0008325,cholecystitis
CID000005203,CID000048175,C0038454,apoplexy
CID000005203,CID000104741,C0017152,gastric inflammation
CID000005203,CID000005978,C0025637,methaemoglobinaemia
CID000005203,CID000068740,C0017152,gastric inflammation
CID000005203,CID000008953,C0011854,insulin dependent diabetes mellitus
CID000005203,CID000005719,C0497156,Adenopathy
CID000005203,CID000040976,C0034065,Embolism pulmonary
CID000005203,CID000091270,C0008325,cholecystitis
CID000005203,CID000093860,C0017152,gastric inflammation
CID000005203,CID003002190,C0522055,abnormal ECG
CID000005203,CID005362070,C0004604,Back Ache
CID000005203,CID000005453,C0038454,apoplexy
CID000005203,CID000005454,C0017152,gastric inflammation
CID000005203,CID000060198,C0017152,gastric inflammation
CID000005203,CID000005408,C0017152,gastric inflammation
CID000005203,CID000110635,C0037195,Sinus headache
CID000005203,CID000005401,C0231807,Dyspnea exertional
CID000005203,CID005311027,C0043096,loss of weight
CID000005203,CID000016231,C0038454,apoplexy
CID000005203,CID000005291,C0011854,insulin dependent diabetes mellitus
CID000005203,CID000443871,C0008320,cholecystectomies
CID000005203,CID000444013,C0041755,ADVERSE DRUG EFFECT
CID000005203,CID000005394,C0011615,allergic dermatitis
CID000005203,CID000041317,C0151908,dry skin
CID000005203,CID000034312,C0008325,cholecystitis
CID000005203,CID000005514,C0004601,back injury
CID000005203,CID000054808,C0035222,Acute Respiratory Distress Syndrome
CID000005203,CID000056959,C0041834,erythema
CID000005203,CID000047725,C0038454,apoplexy
CID000124087,CID005329102,C0043096,loss of weight
CID000124087,CID000160051,C0039231,heart rate increased
CID000124087,CID003002190,C0037195,Sinus headache
CID000124087,CID000125889,C0013362,dysarthria
CID000124087,CID000154059,C0006444,bursitis
CID000124087,CID003468412,C0017152,gastric inflammation
CID000124087,CID000213039,C0001339,acute pancreatitis
CID000003516,CID000005514,C0017152,gastric inflammation
CID000003516,CID000005735,C0038454,apoplexy
CID000003516,CID000005732,C0004604,Back Ache
CID000003516,CID000005401,C0038454,apoplexy
CID000003516,CID000004585,C0041834,erythema
CID000003516,CID000004583,C0017152,gastric inflammation
CID000003516,CID000005212,C0232492,abdominal pain upper
CID000003516,CID000004168,C0017152,gastric inflammation
CID000003516,CID000005152,C0015230,eruption
CID000003516,CID000004829,C0043096,loss of weight
CID000003516,CID000003961,C0041912,Infection Upper Respiratory
CID000003516,CID000004205,C0017152,gastric inflammation
CID000003516,CID003468412,C0038454,apoplexy
CID000003516,CID000004900,C0017152,gastric inflammation
CID000003516,CID000054688,C0017152,gastric inflammation
CID000003516,CID000004873,C0231807,Dyspnea exertional
CID000003516,CID000004253,C0017152,gastric inflammation
CID000003516,CID000004691,C0497156,Adenopathy
CID000003516,CID003002190,C0017152,gastric inflammation
CID000003516,CID000005002,C0008320,cholecystectomies
CID000003516,CID000004171,C0497156,Adenopathy
CID000003516,CID000004170,C0037195,Sinus headache
CID000003516,CID000125889,C0042384,angiitis
CID000003516,CID000004091,C0699744,ear infection
CID000003516,CID000003672,C0231807,Dyspnea exertional
CID000003516,CID000003676,C0041834,erythema
CID000003516,CID000005095,C0004604,Back Ache
CID000003516,CID000004236,C0004601,back injury
CID000003516,CID000004885,C0263912,rotator cuff syndrome
CID000003516,CID000005379,C0017152,gastric inflammation
CID000003516,CID000003780,C0011854,insulin dependent diabetes mellitus
CID000003510,CID000003902,C0040590,tracheostomy
CID000003510,CID000004691,C0151611,abnormal EEG
CID000003510,CID000068740,C0008325,cholecystitis
CID000003510,CID000060843,C0026986,myelodysplasia
CID000003510,CID000004053,C0151611,abnormal EEG
CID000003510,CID000005732,C0085605,Hepatic failure
CID000003510,CID003468412,C1260880,rhinorrhea
CID000003510,CID000003672,C0038454,apoplexy
CID000003510,CID000004171,C0017152,gastric inflammation
CID000003510,CID000005394,C0011854,insulin dependent diabetes mellitus
CID000003510,CID000004609,C0041834,erythema
CID000003510,CID000003676,C0041834,erythema
CID000003510,CID000004091,C0043096,loss of weight
CID000003510,CID000004168,C0002064,respiratory alkalosis
CID000003510,CID000004900,C0032708,Porphyria
CID000003510,CID000004253,C0008320,cholecystectomies
CID000003510,CID000003961,C0013362,dysarthria
CID000003510,CID000054688,C0043094,weight gain
CID000003510,CID000005372,C0151611,abnormal EEG
CID000003510,CID000008953,C0043094,weight gain
CID000003510,CID000151165,C0043096,loss of weight
CID000003510,CID000004674,C0041834,erythema
CID000003510,CID000005426,C0017152,gastric inflammation
CID000003510,CID000005978,C0026986,myelodysplasia
CID000003510,CID000148211,C0038454,apoplexy
CID000003510,CID000004583,C0017152,gastric inflammation
CID000003510,CID000004873,C0041834,erythema
CID000003510,CID000093860,C0017152,gastric inflammation
CID000005040,CID000054688,C0036421,Scleroderma
CID000005040,CID000508230,C0008325,cholecystitis
CID000005040,CID000041781,C0022346,icterus
CID000005040,CID000005408,C0520474,aseptic necrosis bone
CID000005040,CID003468412,C0008325,cholecystitis
CID000005040,CID000034312,C0039231,heart rate increased
CID000005040,CID003085017,C0015230,eruption
CID000005040,CID000008953,C0151611,abnormal EEG
CID000005040,CID000005212,C0043096,loss of weight
CID000005040,CID000005514,C0008350,cholelithiasis
CID000005040,CID000005372,C0008325,cholecystitis
CID000005040,CID000005578,C0013221,drug toxicity NOS
CID000005040,CID000005732,C0151611,abnormal EEG
CID000005040,CID000110635,C0022660,acute kidney failure
CID000005040,CID000125889,C0013362,dysarthria
CID000005040,CID000060184,C0043096,loss of weight
CID000003404,CID000004091,C0038454,apoplexy
CID000003404,CID000004236,C0011615,allergic dermatitis
CID000003404,CID000004691,C0497156,Adenopathy
CID000003404,CID000005732,C0151611,abnormal EEG
CID000003404,CID000004999,C0151611,abnormal EEG
CID000003404,CID000004585,C0085602,excessive thirst
CID000003404,CID000054841,C0042384,angiitis
CID000003404,CID000005514,C0011854,insulin dependent diabetes mellitus
CID000003404,CID000004205,C0041834,erythema
CID000003404,CID000005002,C0011854,insulin dependent diabetes mellitus
CID000003404,CID000003878,C0011854,insulin dependent diabetes mellitus
CID000003325,CID000197712,C0032285,neumonia
CID000003325,CID000125889,C0497156,Adenopathy
CID000003325,CID000003780,C0026986,myelodysplasia
