STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000004909,CID000005073,C0151611,abnormal EEG
CID000004909,CID000005152,C0008325,cholecystitis
CID000004909,CID000170361,C0043096,loss of weight
CID000004909,CID000071329,C0012833,dizziness
CID000004909,CID000005245,C0043094,weight gain
CID000004909,CID000005732,C0267596,haemorrhage rectum
CID000004909,CID000005095,C0008325,cholecystitis
CID000004909,CID000005358,C0017152,gastric inflammation
CID000004909,CID000060854,C0043096,loss of weight
CID000004909,CID000005544,C0043096,loss of weight
CID000071329,CID000170361,C0009676,confusion
CID000003661,CID005311082,C0428977,bradycardia
CID000003661,CID000004140,C0040034,thrombocytopenia
CID000003661,CID000003954,C0085631,agitated
CID000003661,CID000005245,C0750426,increased white blood cell count
CID000003661,CID003468412,C0497156,Adenopathy
CID000003661,CID000004205,C0009676,confusion
CID000003661,CID000003869,C0151699,haemorrhage intracranial
CID000003661,CID000003961,C0019079,coughing blood
CID000003661,CID000071616,C0027441,nasopharyngitis
CID000003661,CID000019090,C0040034,thrombocytopenia
CID000003661,CID000005394,C0004144,atelectasis
CID000003661,CID000004819,C0019080,Bleeding
CID000003661,CID000004894,C0042384,angiitis
CID000003661,CID000163742,C0878544,Cardiomyopathy
CID000003661,CID006398525,C0020538,High blood pressure
CID000003661,CID000004173,C0008325,cholecystitis
CID000003661,CID000005732,C0004144,atelectasis
CID000003661,CID000005095,C0013144,drowsiness
CID000003661,CID000004189,C0040034,thrombocytopenia
CID000003661,CID000004510,C0017152,gastric inflammation
CID000003661,CID000005544,C0017152,gastric inflammation
CID000003661,CID000004900,C0010200,Cough
CID000003661,CID000003780,C0013362,dysarthria
CID000003661,CID000003676,C0085615,bundle branch block right
CID000003661,CID000003734,C0002962,angina
CID000003661,CID000004666,C0043096,loss of weight
CID000003661,CID000005358,C0019209,enlarged liver
CID000003661,CID000004585,C0497156,Adenopathy
CID000003661,CID000004691,C0702166,Acne
CID000003661,CID000003937,C0038454,apoplexy
CID000003278,CID000003440,C0011606,dermatitis exfoliative
CID000071616,CID003468412,C0043094,weight gain
CID000071616,CID006398525,C0009676,confusion
CID000071616,CID000667490,C0004604,Back Ache
CID000071616,CID000147912,C0015230,eruption
CID000004178,CID000004666,C0032290,aspiration pneumonia
CID000004178,CID000005732,C0015230,eruption
CID000004178,CID000005073,C0043096,loss of weight
CID000004178,CID000004510,C0013362,dysarthria
CID000004178,CID000004691,C0027441,nasopharyngitis
CID000004178,CID006398525,C0553730,chondrocalcinosis pyrophosphate
CID000004178,CID000005245,C0206062,ild
CID000004178,CID000004894,C0013362,dysarthria
CID000001071,CID000002891,C0018989,hemiparesis
CID000001071,CID000001971,C0007642,cellulitis
CID000001071,CID000003937,C0750426,increased white blood cell count
CID000001071,CID000003440,C0011615,allergic dermatitis
CID000001071,CID000005732,C0043096,loss of weight
CID000001071,CID000004900,C0038454,apoplexy
CID000001071,CID000003310,C0040034,thrombocytopenia
CID000001071,CID000001983,C0043096,loss of weight
CID000001071,CID000003405,C0043096,loss of weight
CID000001071,CID000170361,C0043094,weight gain
CID000001071,CID000005544,C0043096,loss of weight
CID000001071,CID000003954,C0428977,bradycardia
CID000002519,CID000002771,C0013221,drug toxicity NOS
CID000002519,CID000003405,C0013362,dysarthria
CID000002519,CID003468412,C0035220,neonatal respiratory distress syndrome
CID000002519,CID000005732,C0522055,abnormal ECG
CID000002519,CID000170361,C0007820,cerebral vascular disorder
CID000004666,CID000005073,C0235527,right heart failure
CID000004666,CID000163742,C0497156,Adenopathy
CID000004666,CID000060184,C0040034,thrombocytopenia
CID000004666,CID000019090,C0041834,erythema
CID000004666,CID000170361,C0027497,nausea
CID000004666,CID000005732,C0008325,cholecystitis
CID000004666,CID000005152,C0038454,apoplexy
CID000004666,CID006398525,C0017152,gastric inflammation
CID000004666,CID000004894,C0151714,hypermagnesemia
CID000004666,CID003468412,C0043096,loss of weight
CID000004666,CID000005544,C0041834,erythema
CID000004666,CID000005487,C0027497,nausea
CID000004666,CID000060787,C0011168,deglutition disorder
CID000004666,CID000004819,C0013182,Drug hypersensitivity
CID000004666,CID000005245,C0043096,loss of weight
CID000004666,CID000005358,C0029925,Ovarian cancer
CID000004666,CID000004900,C0017152,gastric inflammation
CID000004666,CID000005394,C0009806,constipated
CID000004666,CID000060865,C0020538,High blood pressure
CID000004666,CID000005095,C0032290,aspiration pneumonia
CID000004666,CID000004691,C0497156,Adenopathy
CID000003642,CID000003827,C0039231,heart rate increased
CID000003642,CID000005732,C0037195,Sinus headache
CID000003642,CID000003676,C0151908,dry skin
CID000002022,CID000004920,C0020443,elevated cholesterol
CID000002022,CID000002541,C0004601,back injury
CID000002022,CID000060854,C0013221,drug toxicity NOS
CID000002022,CID000004691,C0008325,cholecystitis
CID000002022,CID000003405,C0017152,gastric inflammation
CID000002022,CID000004451,C0043096,loss of weight
CID000002022,CID000004158,C0017152,gastric inflammation
CID000002022,CID000002656,C0008325,cholecystitis
CID000002022,CID000003780,C0038454,apoplexy
CID000002022,CID000002284,C0008325,cholecystitis
CID000002022,CID006398525,C0004601,back injury
CID000002022,CID000019090,C0497156,Adenopathy
CID000002022,CID000003310,C0017152,gastric inflammation
CID000002022,CID000131536,C0017152,gastric inflammation
CID000002022,CID000002891,C0497156,Adenopathy
CID000002022,CID000147912,C0497156,Adenopathy
CID000002022,CID000003440,C0025637,methaemoglobinaemia
CID000002022,CID000005352,C0038454,apoplexy
CID000002022,CID000005358,C0017152,gastric inflammation
CID000002022,CID000005095,C0041834,erythema
CID000002022,CID000003333,C0037195,Sinus headache
CID000002022,CID000074989,C0151714,hypermagnesemia
CID000002022,CID000002524,C0013221,drug toxicity NOS
CID000002022,CID000003954,C0008325,cholecystitis
CID000002022,CID000002771,C0025637,methaemoglobinaemia
CID000002022,CID000004170,C0038454,apoplexy
CID000002022,CID000004173,C0008325,cholecystitis
CID000002022,CID000002349,C0027121,muscle inflammation
CID000002022,CID000003827,C0001339,acute pancreatitis
CID000002022,CID000667490,C0085631,agitated
CID000002022,CID000003339,C0497156,Adenopathy
CID000002022,CID000004894,C0041834,erythema
CID000002022,CID000004819,C0038454,apoplexy
CID000002022,CID000003749,C0038454,apoplexy
CID000002022,CID000005073,C0017152,gastric inflammation
CID000002022,CID000003042,C0004610,Bacteraemia
CID000002022,CID000003937,C0008325,cholecystitis
CID000002022,CID000005544,C0017152,gastric inflammation
CID000002022,CID000005732,C0025637,methaemoglobinaemia
CID000002022,CID000005245,C0008325,cholecystitis
CID000002022,CID000002713,C0017152,gastric inflammation
CID000002022,CID000003676,C0017152,gastric inflammation
CID000002022,CID003468412,C0080274,bladder retention
CID000002022,CID000002462,C0017152,gastric inflammation
CID000002022,CID000060184,C0021141,ADH inappropriate
CID000002022,CID000002088,C0017152,gastric inflammation
CID000002022,CID000003961,C0497156,Adenopathy
CID000002022,CID000005394,C0011854,insulin dependent diabetes mellitus
CID000002022,CID000005487,C0007642,cellulitis
CID000002022,CID000005152,C0017152,gastric inflammation
CID000002022,CID000003516,C0017152,gastric inflammation
CID000002022,CID000003062,C0008325,cholecystitis
CID000002022,CID000012536,C0038454,apoplexy
CID000002022,CID000004536,C0011615,allergic dermatitis
CID000002022,CID000004900,C0017152,gastric inflammation
CID000002022,CID000005719,C0043096,loss of weight
CID000002022,CID000004585,C0008325,cholecystitis
CID000002022,CID000002405,C0151714,hypermagnesemia
CID000002022,CID000003869,C0006112,metabolic encephalopathy
CID000002022,CID000004205,C0017152,gastric inflammation
CID000002022,CID000060787,C0008325,cholecystitis
CID000002022,CID000060865,C0038454,apoplexy
CID000002022,CID000002478,C0017152,gastric inflammation
CID000002022,CID000004510,C0017152,gastric inflammation
CID000002022,CID000170361,C0004604,Back Ache
CID000002022,CID000003706,C0497156,Adenopathy
CID000002022,CID000004189,C0032285,neumonia
CID000004173,CID000004920,C0041834,erythema
CID000004173,CID000005487,C0008325,cholecystitis
CID000004173,CID000004894,C0008325,cholecystitis
CID000004173,CID000147912,C0041834,erythema
CID000004173,CID000004819,C0031099,periodontitis
CID000004173,CID006447131,C0497156,Adenopathy
CID000004173,CID000004691,C0017152,gastric inflammation
CID000004173,CID000004451,C0007642,cellulitis
CID000004173,CID000005719,C0011854,insulin dependent diabetes mellitus
CID000004173,CID000005095,C0043094,weight gain
CID000004173,CID000004205,C0008325,cholecystitis
CID000004173,CID005311082,C0004604,Back Ache
CID000004173,CID000005394,C0026986,myelodysplasia
CID000004173,CID000004585,C0008325,cholecystitis
CID000004173,CID000005358,C0042384,angiitis
CID000004173,CID000005352,C0019158,hepatitis
CID000004173,CID000012536,C0017152,gastric inflammation
CID000004173,CID000074989,C0027497,nausea
CID000004173,CID000060184,C0043096,loss of weight
CID000004173,CID000004189,C0038454,apoplexy
CID000004173,CID000005073,C0080274,bladder retention
CID000004173,CID003468412,C0008325,cholecystitis
CID000004173,CID000060787,C0019360,herpes zoster
CID000004173,CID000060854,C0162529,colitis ischemic
CID000004173,CID006398525,C0008320,cholecystectomies
CID000004173,CID000036811,C0027059,myocarditis
CID000004173,CID000004201,C0017152,gastric inflammation
CID000004173,CID000131536,C0267566,perirectal abscess
CID000004173,CID000005732,C0017152,gastric inflammation
CID000004173,CID000005544,C0497156,Adenopathy
CID000004173,CID000170361,C0011168,deglutition disorder
CID000004173,CID000060865,C0031099,periodontitis
CID000004173,CID000667490,C0231807,Dyspnea exertional
CID000004173,CID000004510,C0008320,cholecystectomies
CID000004173,CID000019090,C0008325,cholecystitis
CID000004173,CID000005152,C0041834,erythema
CID000004173,CID000004900,C0017152,gastric inflammation
CID000004173,CID000005245,C0038454,apoplexy
CID000003305,CID000005073,C0001969,Alcoholic intoxication
CID000003305,CID000005245,C0026986,myelodysplasia
CID000003305,CID000003339,C0019158,hepatitis
CID000003305,CID000003440,C0012569,Diplopia
CID000003305,CID000004900,C0004604,Back Ache
CID000003305,CID000004510,C0085631,agitated
CID000003305,CID000003954,C0085631,agitated
CID000003305,CID000004691,C0020538,High blood pressure
CID000003305,CID000004158,C0002871,anaemia
CID000003305,CID000003961,C0033246,proctitis
CID000003305,CID000003405,C0004144,atelectasis
CID000003305,CID000005732,C0043096,loss of weight
CID000003305,CID000004894,C0231807,Dyspnea exertional
CID000003305,CID000003937,C0017152,gastric inflammation
CID000003305,CID000003676,C0085631,agitated
CID000003305,CID003468412,C0030193,Pain
CID000003305,CID000005352,C0040034,thrombocytopenia
CID000002541,CID000003961,C0008325,cholecystitis
CID000002541,CID000003440,C0024523,malabsorption
CID000002541,CID000005095,C0038454,apoplexy
CID000002541,CID000005544,C0042384,angiitis
CID000002541,CID000004170,C0043096,loss of weight
CID000002541,CID000004894,C0017152,gastric inflammation
CID000002541,CID000003516,C0497156,Adenopathy
CID000002541,CID000004819,C0232492,abdominal pain upper
CID000002541,CID000060184,C0043094,weight gain
CID000002541,CID000003869,C0011616,contact dermatitis
CID000002541,CID000005245,C0017152,gastric inflammation
CID000002541,CID000060787,C0019080,Bleeding
CID000002541,CID000003780,C0522055,abnormal ECG
CID000002541,CID006398525,C0017152,gastric inflammation
CID000002541,CID000004201,C0040034,thrombocytopenia
CID000002541,CID003468412,C0038454,apoplexy
CID000002541,CID000003310,C0002064,respiratory alkalosis
CID000002541,CID000003062,C0008325,cholecystitis
CID000002541,CID000003405,C0017152,gastric inflammation
CID000002541,CID000004510,C0026986,myelodysplasia
CID000002541,CID000004900,C0004601,back injury
CID000002541,CID000002656,C0004144,atelectasis
CID000002541,CID000170361,C0038454,apoplexy
CID000002541,CID000004205,C0043096,loss of weight
CID000002541,CID000002891,C0038454,apoplexy
CID000002541,CID000005732,C0008325,cholecystitis
CID000002541,CID000005152,C0151611,abnormal EEG
CID000002541,CID000004691,C0008325,cholecystitis
CID000002541,CID000003954,C0043096,loss of weight
CID000002541,CID000003749,C0522055,abnormal ECG
CID000002541,CID000002609,C0009806,constipated
CID000002541,CID000003339,C0017152,gastric inflammation
CID000002541,CID000003333,C0231807,Dyspnea exertional
CID000002541,CID000003827,C0020473,hyperlipaemia
CID000002541,CID000002771,C0026986,myelodysplasia
CID000002541,CID000005487,C0004604,Back Ache
CID000002541,CID000004920,C0007642,cellulitis
CID000002541,CID000004158,C0040034,thrombocytopenia
CID000002541,CID000004585,C0522055,abnormal ECG
CID000002541,CID000003937,C0008325,cholecystitis
CID000002541,CID000003676,C0041912,Infection Upper Respiratory
CID000002541,CID000005073,C0011854,insulin dependent diabetes mellitus
CID000002541,CID000019090,C0017574,gingivitis
CID000002541,CID000005358,C0041834,erythema
CID000003937,CID006398525,C0085631,agitated
CID000003937,CID000667490,C0043096,loss of weight
CID000003937,CID000147912,C0522055,abnormal ECG
CID000003937,CID000005352,C0017152,gastric inflammation
CID000003937,CID000005732,C0497156,Adenopathy
CID000003937,CID000004195,C0011615,allergic dermatitis
CID000003937,CID000005245,C0497156,Adenopathy
CID000003937,CID000005487,C0008325,cholecystitis
CID000003937,CID000005073,C0702166,Acne
CID000003937,CID000060787,C0497156,Adenopathy
CID000003937,CID000004158,C0017152,gastric inflammation
CID000003937,CID000003961,C0497156,Adenopathy
CID000003937,CID000005719,C0004604,Back Ache
CID000003937,CID000004614,C0038454,apoplexy
CID000003937,CID000115237,C0041834,erythema
CID000003937,CID005311082,C0006112,metabolic encephalopathy
CID000003937,CID000004585,C0702166,Acne
CID000003937,CID000004201,C0026986,myelodysplasia
CID000003937,CID000004205,C0008325,cholecystitis
CID000003937,CID000004189,C0242429,pain in throat
CID000003937,CID000019090,C0008325,cholecystitis
CID000003937,CID000004894,C0013595,eczema
CID000003937,CID000005394,C0041834,erythema
CID000003937,CID000004819,C0522055,abnormal ECG
CID000003937,CID000060865,C0151636,Extrasystoles Ventricular
CID000003937,CID000005152,C0497156,Adenopathy
CID000003937,CID003468412,C0008325,cholecystitis
CID000003937,CID000004748,C0043096,loss of weight
CID000003937,CID000060854,C0085631,agitated
CID000003937,CID000004536,C0043094,weight gain
CID000003937,CID000012536,C0043096,loss of weight
CID000003937,CID000060184,C0017152,gastric inflammation
CID000003937,CID000004745,C0004601,back injury
CID000003937,CID000004920,C0041834,erythema
CID000003937,CID006447131,C0011168,deglutition disorder
CID000003937,CID000057537,C0043096,loss of weight
CID000003937,CID000004691,C0702166,Acne
CID000003937,CID000004510,C0497156,Adenopathy
CID000003937,CID000004211,C0851578,sleep disorder
CID000003937,CID000004900,C0017152,gastric inflammation
CID000003937,CID000170361,C0008320,cholecystectomies
CID000003937,CID000131536,C0019209,enlarged liver
CID000003937,CID000074989,C0015230,eruption
CID000003937,CID000004913,C0004610,Bacteraemia
CID000003937,CID000004451,C0014866,esophageal stenosis
CID000003937,CID000005358,C0231807,Dyspnea exertional
CID000003937,CID000004170,C0008325,cholecystitis
CID000003937,CID000003954,C0026986,myelodysplasia
CID000003937,CID000005095,C0008325,cholecystitis
CID000003937,CID000005544,C1510431,Superficial thrombophlebitis
CID000004195,CID000005095,C0043096,loss of weight
CID000004195,CID000004691,C0001969,Alcoholic intoxication
CID000004819,CID000005358,C0039231,heart rate increased
CID000004819,CID000170361,C0027497,nausea
CID000004819,CID000005544,C0038454,apoplexy
CID000004819,CID003468412,C0038454,apoplexy
CID000004819,CID000019090,C0008325,cholecystitis
CID000004819,CID000004900,C0004604,Back Ache
CID000004819,CID000004894,C0015230,eruption
CID000004819,CID000005245,C0042384,angiitis
CID000004819,CID000005073,C0085631,agitated
CID000004819,CID006398525,C0032227,Pleural Effusion
CID000004819,CID000005732,C0030193,Pain
CID000004819,CID000005152,C0013182,Drug hypersensitivity
CID000003516,CID000005732,C0004604,Back Ache
CID000003516,CID000004510,C0699744,ear infection
CID000003516,CID000004585,C0041834,erythema
CID000003516,CID000003749,C0042384,angiitis
CID000003516,CID000005152,C0015230,eruption
CID000003516,CID000003961,C0041912,Infection Upper Respiratory
CID000003516,CID000005245,C0038454,apoplexy
CID000003516,CID000004205,C0017152,gastric inflammation
CID000003516,CID003468412,C0038454,apoplexy
CID000003516,CID000004900,C0017152,gastric inflammation
CID000003516,CID000004691,C0497156,Adenopathy
CID000003516,CID000170361,C0017152,gastric inflammation
CID000003516,CID000005487,C0017152,gastric inflammation
CID000003516,CID000004170,C0037195,Sinus headache
CID000003516,CID000003676,C0041834,erythema
CID000003516,CID000003954,C0043096,loss of weight
CID000003516,CID000005544,C0497156,Adenopathy
CID000003516,CID000005073,C0038454,apoplexy
CID000003516,CID000005095,C0004604,Back Ache
CID000003516,CID000060865,C0038454,apoplexy
CID000003516,CID000003780,C0011854,insulin dependent diabetes mellitus
CID000003516,CID000019090,C0038454,apoplexy
CID000005544,CID006398525,C0017152,gastric inflammation
CID000005544,CID000170361,C0004601,back injury
CID000005544,CID000012536,C0011854,insulin dependent diabetes mellitus
CID000005544,CID000074989,C0151714,hypermagnesemia
CID000005544,CID000005732,C0008325,cholecystitis
CID000005544,CID000060865,C0004604,Back Ache
CID000005544,CID006447131,C0030252,palpitation
CID000005544,CID000005719,C0011854,insulin dependent diabetes mellitus
CID000005544,CID003468412,C0017152,gastric inflammation
CID000005544,CID000060854,C0043094,weight gain
CID000005544,CID000019090,C0026986,myelodysplasia
CID000005544,CID000077992,C0011168,deglutition disorder
CID000003706,CID000003954,C0017152,gastric inflammation
CID000003706,CID000060787,C0151611,abnormal EEG
CID000003706,CID000004894,C0020443,elevated cholesterol
CID000003706,CID000005732,C0003862,Aching joints
CID000003706,CID000005073,C0851578,sleep disorder
CID000003706,CID000004451,C0011854,insulin dependent diabetes mellitus
CID000005073,CID000005152,C0522055,abnormal ECG
CID000005073,CID000005487,C0017152,gastric inflammation
CID000005073,CID000170361,C0017152,gastric inflammation
CID000005073,CID000019090,C0232492,abdominal pain upper
CID000005073,CID000005245,C0038454,apoplexy
CID000005073,CID000115237,C0702166,Acne
CID000005073,CID003468412,C0038454,apoplexy
CID000005073,CID000060854,C0008325,cholecystitis
CID000005073,CID006398525,C0008320,cholecystectomies
CID000005073,CID006447131,C0038454,apoplexy
CID000005073,CID000005352,C0015230,eruption
CID000005073,CID000005358,C0017152,gastric inflammation
CID000005073,CID000057537,C0575081,Abnormal Gait
CID000005073,CID000060787,C0013221,drug toxicity NOS
CID000005073,CID000005095,C0027441,nasopharyngitis
CID000005073,CID000005732,C0025637,methaemoglobinaemia
CID000005073,CID000060184,C0043096,loss of weight
CID000005073,CID000005719,C0038454,apoplexy
CID000005073,CID000005584,C0009806,constipated
CID000005073,CID000005394,C0013604,edema
CID000002478,CID000003310,C0013362,dysarthria
CID000002478,CID000002771,C0013221,drug toxicity NOS
CID000002478,CID000005732,C0015230,eruption
CID000002478,CID000003440,C0151611,abnormal EEG
CID000002478,CID000667490,C0026986,myelodysplasia
CID000002478,CID000004900,C0011615,allergic dermatitis
CID000002478,CID000004894,C0026986,myelodysplasia
CID000003954,CID000005095,C0042384,angiitis
CID000003954,CID000005352,C0009676,confusion
CID000003954,CID000005358,C0038454,apoplexy
CID000003954,CID000005152,C0041912,Infection Upper Respiratory
CID000003954,CID000005719,C0038454,apoplexy
CID000003954,CID000005732,C0026986,myelodysplasia
CID000003954,CID000004585,C0008325,cholecystitis
CID000003954,CID000004158,C0020538,High blood pressure
CID000003954,CID000004894,C0042384,angiitis
CID000003954,CID000060184,C0027868,Neuromuscular Disorder
CID000003954,CID003468412,C0004604,Back Ache
CID000003954,CID000004189,C0015230,eruption
CID000003954,CID000004691,C0235527,right heart failure
CID000003954,CID000005245,C0017152,gastric inflammation
CID000003954,CID000019090,C0497156,Adenopathy
CID000003954,CID000667490,C0497156,Adenopathy
CID000003954,CID000074989,C0151714,hypermagnesemia
CID000003954,CID000004205,C0231807,Dyspnea exertional
CID000003954,CID000005487,C0032285,neumonia
CID000003954,CID000004170,C0235527,right heart failure
CID000003954,CID000004900,C0008325,cholecystitis
CID000003954,CID000004510,C0017152,gastric inflammation
CID000003954,CID000004451,C0005697,neurogenic bladder
CID000003954,CID000005394,C0043096,loss of weight
CID000003954,CID000004614,C0021390,inflammatory bowel disease
CID000003954,CID000004920,C0032285,neumonia
CID000003954,CID000147912,C0004610,Bacteraemia
CID000003954,CID000060787,C0017152,gastric inflammation
CID000003954,CID000003961,C0041834,erythema
CID000003954,CID006398525,C0267112,erosive gastritis
CID000003954,CID000060865,C0026986,myelodysplasia
CID000005352,CID006398525,C0032285,neumonia
CID000005352,CID000005358,C0008325,cholecystitis
CID000005352,CID000005487,C0004601,back injury
CID000005352,CID000005732,C0008325,cholecystitis
CID000005352,CID000170361,C0009676,confusion
CID000005584,CID000005732,C0043096,loss of weight
CID000004440,CID000004585,C0009676,confusion
CID000004440,CID000004691,C0085631,agitated
CID000004440,CID000005732,C0042384,angiitis
CID000004440,CID000005095,C0042384,angiitis
CID000004440,CID000005358,C0013362,dysarthria
CID000004440,CID000060854,C0009676,confusion
CID000004440,CID000004900,C0013362,dysarthria
CID000004440,CID000005719,C0013362,dysarthria
CID000004440,CID000077992,C0917801,insomnia
CID000002713,CID000004510,C0017152,gastric inflammation
CID000002713,CID000003405,C0008320,cholecystectomies
CID000002713,CID000003062,C0017152,gastric inflammation
CID000002713,CID000004894,C0004144,atelectasis
CID000002713,CID006398525,C0040034,thrombocytopenia
CID000002713,CID000005732,C0027059,myocarditis
CID000002713,CID000005095,C0020505,hyperalimentation
CID000002713,CID000003676,C0017152,gastric inflammation
CID000002713,CID000147912,C0027059,myocarditis
CID000002713,CID003468412,C0030193,Pain
CID000002713,CID000003440,C0017152,gastric inflammation
CID000002713,CID000004205,C0032285,neumonia
CID000002713,CID000004691,C0043096,loss of weight
CID000002713,CID000004900,C0043096,loss of weight
CID000002713,CID000003310,C0006267,bronchiectasis
CID000002713,CID000004189,C0151908,dry skin
CID000002713,CID000002771,C0038454,apoplexy
CID000002462,CID000060854,C0043096,loss of weight
CID000002462,CID000004205,C0017152,gastric inflammation
CID000002462,CID006398525,C0043096,loss of weight
CID000002462,CID000003042,C0011854,insulin dependent diabetes mellitus
CID000002462,CID000003780,C0015230,eruption
CID000002462,CID000003333,C0043096,loss of weight
CID000002462,CID000004189,C0015230,eruption
CID000002462,CID000170361,C0017152,gastric inflammation
CID000002462,CID000004614,C0018099,gout
CID000002462,CID000004691,C0699744,ear infection
CID000002462,CID000003405,C0017152,gastric inflammation
CID000002462,CID000004158,C0041834,erythema
CID000002462,CID000002656,C0004144,atelectasis
CID000002462,CID000019090,C0009676,confusion
CID000002462,CID000002891,C0232492,abdominal pain upper
CID000002462,CID000005358,C0004604,Back Ache
CID000002462,CID000004900,C0017152,gastric inflammation
CID000002462,CID000002609,C0038454,apoplexy
CID000002462,CID003468412,C0041834,erythema
CID000002462,CID000005095,C0004604,Back Ache
CID000002462,CID000002771,C0017152,gastric inflammation
CID000002462,CID000002524,C0032285,neumonia
CID000002462,CID000060865,C0041834,erythema
CID000002462,CID000003827,C0043094,weight gain
CID000002462,CID000003339,C0017152,gastric inflammation
CID000002462,CID000003310,C0040034,thrombocytopenia
CID000002462,CID000060184,C0009806,constipated
CID000002462,CID000003749,C0235527,right heart failure
CID000002462,CID000004920,C0043096,loss of weight
CID000002462,CID000004510,C0008325,cholecystitis
CID000002462,CID000005732,C0017152,gastric inflammation
CID000002462,CID000005245,C0151632,elevated erythrocyte sedimentation rate
CID000002462,CID000003440,C0026986,myelodysplasia
CID000002462,CID000003676,C0041834,erythema
CID000002462,CID000003961,C0004601,back injury
CID000002462,CID000004170,C0038454,apoplexy
CID000002462,CID000005487,C0043096,loss of weight
CID000002462,CID000005152,C0004601,back injury
CID000002462,CID000004536,C1260880,rhinorrhea
CID000002462,CID000003062,C0008320,cholecystectomies
CID000002462,CID000005719,C0041834,erythema
CID000002462,CID000667490,C0497156,Adenopathy
CID000002462,CID000004585,C0011854,insulin dependent diabetes mellitus
CID000002462,CID000004894,C0008325,cholecystitis
CID000004011,CID000004205,C0013221,drug toxicity NOS
CID000003059,CID000004691,C0043096,loss of weight
CID000003059,CID000003405,C0027441,nasopharyngitis
CID000003059,CID000005732,C0043096,loss of weight
CID000003059,CID000003440,C0038454,apoplexy
CID000003059,CID000004900,C0004604,Back Ache
CID000001065,CID000004900,C0008325,cholecystitis
CID000001065,CID000004170,C0013362,dysarthria
CID000001065,CID000002088,C0476089,Endometrial cancer
CID000001065,CID000004585,C0008325,cholecystitis
CID000001065,CID000003749,C0043096,loss of weight
CID000001065,CID000004614,C0011615,allergic dermatitis
CID000001065,CID000005732,C0008325,cholecystitis
CID000001065,CID000004691,C0008325,cholecystitis
CID000001065,CID000002524,C0011615,allergic dermatitis
CID000001065,CID000003062,C0008325,cholecystitis
CID000001065,CID000002405,C0042384,angiitis
CID000001065,CID000004158,C1260880,rhinorrhea
CID000001065,CID000002771,C0017152,gastric inflammation
CID000001065,CID000003440,C0008325,cholecystitis
CID000001065,CID000005095,C0043096,loss of weight
CID000001065,CID000005358,C0038454,apoplexy
CID000001065,CID003468412,C0151632,elevated erythrocyte sedimentation rate
CID000001065,CID000019090,C0004604,Back Ache
CID000001065,CID000170361,C0017152,gastric inflammation
CID000001065,CID000003780,C0002064,respiratory alkalosis
CID000001065,CID000001983,C0004601,back injury
CID000001065,CID006398525,C0011615,allergic dermatitis
CID000001065,CID000002656,C0013362,dysarthria
CID000001065,CID000002284,C0017152,gastric inflammation
CID000001065,CID000005487,C0038454,apoplexy
CID000001065,CID000004894,C0038454,apoplexy
CID000001065,CID000003676,C0043096,loss of weight
CID000001065,CID000004510,C0008325,cholecystitis
CID000001065,CID000002891,C0032290,aspiration pneumonia
CID000001065,CID000003961,C0008325,cholecystitis
CID000001065,CID000004205,C0038454,apoplexy
CID000001065,CID000003333,C0042384,angiitis
CID000001065,CID000003339,C0008325,cholecystitis
CID000001065,CID000005245,C0009806,constipated
CID000001065,CID000060184,C0004093,asthenia
CID000001065,CID000003405,C0026986,myelodysplasia
CID000001065,CID000003869,C0020443,elevated cholesterol
CID000001065,CID000012536,C0011854,insulin dependent diabetes mellitus
CID000001065,CID000005152,C0043096,loss of weight
CID000001065,CID000005394,C0043096,loss of weight
CID000003780,CID000005245,C0038454,apoplexy
CID000003780,CID000004585,C0038454,apoplexy
CID000003780,CID003468412,C0038454,apoplexy
CID000003780,CID000170361,C0043096,loss of weight
CID000003780,CID000004900,C0017152,gastric inflammation
CID000003780,CID000005152,C0015230,eruption
CID000003780,CID000004205,C0522055,abnormal ECG
CID000003780,CID000004510,C0497156,Adenopathy
CID000003780,CID000005732,C0041834,erythema
CID000003780,CID000005095,C0043096,loss of weight
CID000003780,CID000004201,C0043096,loss of weight
CID000003780,CID000060854,C0043094,weight gain
CID000003780,CID000003961,C0235527,right heart failure
CID000003780,CID000004691,C0008325,cholecystitis
CID000003780,CID006398525,C0038454,apoplexy
CID000003780,CID000004614,C0011168,deglutition disorder
CID000003780,CID000004894,C0017152,gastric inflammation
CID000003780,CID000004170,C0027441,nasopharyngitis
CID000003780,CID000005487,C0030193,Pain
CID000003780,CID000005486,C0040034,thrombocytopenia
CID000002656,CID000004189,C0041834,erythema
CID000002656,CID000004691,C0008325,cholecystitis
CID000002656,CID006398525,C0152128,drug withdrawal
CID000002656,CID000004170,C0043096,loss of weight
CID000002656,CID000004894,C0017152,gastric inflammation
CID000002656,CID000060854,C0750426,increased white blood cell count
CID000002656,CID000003333,C0004604,Back Ache
CID000002656,CID000002891,C0015230,eruption
CID000002656,CID000003310,C0522055,abnormal ECG
CID000002656,CID000002771,C0008325,cholecystitis
CID000002656,CID000147912,C0041834,erythema
CID000002656,CID000004585,C0004604,Back Ache
CID000002656,CID000005394,C0038454,apoplexy
CID000002656,CID000003827,C0015230,eruption
CID000002656,CID000005152,C0497156,Adenopathy
CID000002656,CID000019090,C0038454,apoplexy
CID000002656,CID000005245,C0040034,thrombocytopenia
