Entities,Question_Background,Question,Answer,Label
Furosemide-Telithromycin,"DRUG 1 NAME: Furosemide
DRUG 1 BACKGROUND INFORMATION: Furosemide, a potent loop diuretic, exerts its pharmacological action by inhibiting the Na-K-2Cl symporter in the thick ascending limb of the loop of Henle, thus profoundly augmenting natriuresis and diuresis, which alleviates conditions of edema secondary to cardiac, hepatic, or renal insufficiencies. Additionally utilized in the management of hypertension, furosemide yields rapid onset of action with intravenous administration effectuating within five minutes, whereas oral ingestion manifests systemic absorption and efficacy within an hour. Adverse effects encompass orthostatic hypotension, tinnitus, and photosensitivity, with severe risks including electrolyte imbalances such as hypokalemia, along with potential nephrotoxicity and ototoxicity. Clinicians are advised to diligently monitor serum electrolytes (notably potassium), bicarbonate, renal indices (creatinine, BUN), and hepatic function parameters. Despite its inclusion on the World Health Organization's List of Essential Medicines, furosemide's utility is tempered by its status on the World Anti-Doping Agency's list of prohibited substances, attributed to its potential misuse for concealing illicit performance-enhancing drug usage, alongside its veterinary application for managing exercise-induced pulmonary hemorrhage in equines.

DRUG 2 NAME: Telithromycin
DRUG 2 BACKGROUND INFORMATION: Telithromycin is the first ketolide antibiotic to enter clinical use and is sold under the brand name of Ketek. It is used to treat community acquired pneumonia of mild to moderate severity. After significant safety concerns, the US Food and Drug Administration sharply curtailed the approved uses of the drug in early 2007.
Telithromycin is a semi-synthetic erythromycin derivative. It is created by substituting a ketogroup for the cladinose sugar and adding a carbamate ring in the lactone ring. An alkyl-aryl moiety is attached to this carbamate ring. Furthermore, the oxygen at the 6 position is methylated, as is the case with clarithromycin, to achieve better acid-stability.
It was patented in 1994 and approved for medical use in 2001.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Furosemide-haemorrhage rectum-Telithromycin","A patient taking a potent loop diuretic known for causing electrolyte imbalances, who begins therapy with a semi-synthetic ketolide antibiotic approved primarily for mild to moderate community-acquired pneumonia, develops rectal hemorrhage. Based on the interaction between these two drugs, which medication is most likely associated with this adverse event?",Telithromycin,0
Carvedilol-Dexpramipexole-Trimethoprim,"DRUG 1 NAME: Carvedilol
DRUG 1 SMILES: COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O

DRUG 2 NAME: Dexpramipexole
DRUG 2 SMILES: CCCNC1CCC2=C(C1)SC(=N2)N

DRUG 3 NAME: Trimethoprim
DRUG 3 SMILES: COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Carvedilol-Hydrogen bonding-Dexpramipexole
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Dexpramipexole-Hydrogen Bonding-Trimethoprim","Which drug, characterized by a trimethoxybenzyl group linked to a pyrimidine ring with multiple exocyclic amino substituents, forms a hydrogen bond-based interaction with a compound containing a thiazole ring fused to a cyclohexyl system and an isopropylamino side chain?",Trimethoprim,4
Naproxen-Exemestane,"DRUG 1 NAME: Naproxen
DRUG 1 SMILES: CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O

DRUG 2 NAME: Exemestane
DRUG 2 SMILES: CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Naproxen-Pi-Pi Stacking-Exemestane","Between the compound containing a methoxy-substituted naphthalene ring with a carboxylic acid functional group and the steroidal molecule featuring a conjugated 3-keto group and a terminal alkene, which one is likely to engage in π-π stacking interactions with the other?",Naproxen,3
Risedronic acid-Zolpidem-Bimatoprost,"DRUG 1 NAME: Risedronic acid
DRUG 1 BACKGROUND INFORMATION: Risedronic acid, often used as its sodium salt risedronate sodium, is a bisphosphonate. It slows down the cells which break down bone. It's used to treat or prevent osteoporosis, and treat Paget's disease of bone. It is taken by mouth.
It was patented in 1984 and approved for medical use in 1998.

DRUG 2 NAME: Zolpidem
DRUG 2 BACKGROUND INFORMATION: Zolpidem is a nonbenzodiazepine hypnotic agent, distinguished pharmacologically as an imidazopyridine and classified as a Z-drug, primarily indicated for the short-term amelioration of insomnia. Its therapeutic efficacy in decreasing sleep latency, quantified as approximately a 15-minute reduction in sleep onset, is attributed to its function as a positive allosteric modulator of the GABAA receptor, thereby potentiating inhibitory GABAergic transmission in the central nervous system by binding at sites akin to benzodiazepines. Pharmacokinetically, zolpidem exhibits a biphasic elimination with a half-life averaging 2 to 3 hours, extended in hepatic impairment, necessitating careful dose adjustments. Administered orally, it is formulated as immediate-release, extended-release, and sublingual tablets, with dosing typically post-behavioral interventions such as CBT-I and sleep hygiene practices. Adverse effect profiles include, but are not limited to, somnolence, cephalalgia, nausea, and potential neuropsychiatric disturbances like amnesia and visual/auditory hallucinations, warranting consideration of flumazenil antagonism in overdose scenarios albeit primarily managed with supportive measures. Zolpidem's controlled substance designation under Schedule IV in the US reflects its abuse potential, underscored by its high prescription frequency with over 9 million prescriptions annually, placing it as a prominent therapeutic option for sleep disorders.

DRUG 3 NAME: Bimatoprost
DRUG 3 BACKGROUND INFORMATION: Bimatoprost, sold under the brand name Lumigan among others, is a medication used to treat high pressure inside the eye including glaucoma. Specifically it is used for open angle glaucoma when other agents are not sufficient. It may also be used to increase the size of the eyelashes. It is used as an eye drop and effects generally occur within four hours.
Common side effects include red eyes, dry eyes, change in color of the eyes, blurry vision, and cataracts. Use during pregnancy or breastfeeding is generally not recommended. It is a prostaglandin analog and works by increasing the outflow of aqueous fluid from the eyes.
Bimatoprost was approved for medical use in the United States in 2001. It is available as a generic medication. In 2022, it was the 195th most commonly prescribed medication in the United States, with more than 2 million prescriptions.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Risedronic acid-erythema-Zolpidem
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Zolpidem-abnormal ECG-Bimatoprost
","A patient taking an oral nonbenzodiazepine hypnotic classified as an imidazopyridine for short-term insomnia management, who then begins using an eye drop prostaglandin analog for open angle glaucoma that is also marketed for eyelash growth, is at risk of experiencing abnormal ECG findings as a result of the interaction between these two medications. Which medication is the recently added agent used to treat elevated intraocular pressure and potentially affect eyelash length?",Bimatoprost,1
Doxazosin-Formoterol,"DRUG 1 NAME: Doxazosin
DRUG 1 BACKGROUND INFORMATION: Doxazosin, sold under the brand name Cardura among others, is a medication used to treat symptoms of benign prostatic hyperplasia (enlarged prostate), hypertension (high blood pressure), and post-traumatic stress disorder (PTSD). For high blood pressure, it is a less preferred option. It is taken by mouth.
Common side effects include dizziness, sleepiness, swelling, nausea, shortness of breath, and abdominal pain. Severe side effects may include low blood pressure with standing, an irregular heart beat, and priapism. It is a selective α1-adrenergic blocker in the quinazoline class of compounds.
Doxazosin was patented in 1977 and came into medical use in 1988. It is available as a generic medication. In 2022, it was the 180th most commonly prescribed medication in the United States, with more than 2 million prescriptions.

DRUG 2 NAME: Formoterol
DRUG 2 BACKGROUND INFORMATION: Formoterol, a potent long-acting β2-adrenergic receptor agonist (LABA), functions as a bronchodilator specifically targeting pulmonary smooth muscle to induce bronchodilation, thereby offering therapeutic utility in the management of asthma and chronic obstructive pulmonary disease (COPD). Notably, formoterol distinguishes itself by a prolonged bronchodilatory efficacy of approximately 12 hours post-administration, surpassing the 4-6 hour window typical of short-acting β2 agonists like salbutamol (albuterol). Its pharmacokinetic profile is characterized by a rapid onset of action within 2-3 minutes, setting it apart from other LABAs. According to the 2022 Global Initiative for Asthma guidelines, adult treatment regimens favor a formoterol and inhaled corticosteroid combination for both prophylactic and acute symptom management, whereas pediatric protocols prioritize short-acting β2 adrenergic agonists, such as salbutamol for immediate relief. Formoterol is commercially available both as a standalone generic medication and in synergistic fixed-dose combinations, notably with budesonide and mometasone, to enhance its clinical efficacy in targeted therapeutic strategies.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Doxazosin-aortic aneurysm-Formoterol","Which medication, used as a long-acting β2-adrenergic agonist for bronchodilation in asthma and COPD, has a documented drug-drug interaction involving aortic aneurysm when combined with a selective α1-adrenergic blocker in the quinazoline class used for high blood pressure and benign prostatic hyperplasia?",Formoterol,0
Candesartan-Duloxetine,"DRUG 1 NAME: Candesartan
DRUG 1 BACKGROUND INFORMATION: Candesartan is an angiotensin receptor blocker used mainly for the treatment of high blood pressure and congestive heart failure. Candesartan has a very low maintenance dose. Like olmesartan, the metabolism of the drug is unusual as it is a cascading prodrug. Candesartan has good bioavailibility and is the most potent by weight of the AT-1 receptor antagonists.
It was patented in 1990 and approved for medical use in 1997.

DRUG 2 NAME: Duloxetine
DRUG 2 BACKGROUND INFORMATION: Duloxetine, a pharmacological agent classified as a serotonin–norepinephrine reuptake inhibitor (SNRI), exhibits efficacy in ameliorating symptoms associated with major depressive disorder, generalized anxiety disorder, obsessive–compulsive disorder, fibromyalgia, neuropathic pain, and central sensitization by modulating the synaptic reuptake mechanisms of neurotransmitters. While the exact molecular pathways underlying its therapeutic anxiolytic and antidepressant effects remain elusive, duloxetine's engagement with serotonergic and noradrenergic systems is hypothesized to play a critical role. Adverse events frequently encountered include xerostomia, nausea, asthenia, vertigo, psychomotor agitation, sexual dysfunction, and hyperhidrosis, while the drug also poses risks of severe outcomes such as heightened suicidality, serotonin toxicity, manic episodes, hepatotoxicity, and teratogenic effects if administered during late gestation. Additionally, abrupt cessation of duloxetine may precipitate antidepressant discontinuation syndrome. Marketed as both branded and generic formulations, duloxetine figures prominently in psychopharmacology, ranking among the most prescribed medications with significant prevalence, underscoring its entrenched role in contemporary clinical practice.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Candesartan-gastric inflammation-Duloxetine","Which drug, known for its potent AT-1 receptor antagonism and prodrug metabolism, may lead to gastric inflammation when interacting with an agent commonly used for major depressive disorder and generalized anxiety disorder?",Candesartan,0
Diazepam-Temozolomide,"DRUG 1 NAME: Diazepam
DRUG 1 BACKGROUND INFORMATION: Diazepam, a prototypical member of the benzodiazepine pharmacological class, functions primarily as an anxiolytic by potentiation of GABAergic neurotransmission, enhancing the binding affinity of gamma-aminobutyric acid (GABA) at the GABA_A receptor complex. It is employed in the management of a diverse array of conditions, including, but not limited to, generalized anxiety disorder, status epilepticus, alcohol withdrawal delirium, spasticity, insomnia, and restless legs syndrome, with additional utility in procedural amnesia induction. Diazepam exhibits versatile administration routes—oral, rectal, intramuscular, intravenous, and intranasal, with IV administration eliciting rapid onset of action within 1-5 minutes and demonstrating a relatively short duration of clinical efficacy. Oral administration results in peak plasma concentrations within 15 to 60 minutes. While generally well-tolerated, its adverse effect profile includes CNS depression manifesting as sedation and impaired motor coordination, with rare, yet severe risks like respiratory depression, paradoxical excitation, and seizure exacerbation with chronic use. Chronic administration raises the risk of tolerance, physical dependence, and a withdrawal syndrome upon abrupt cessation; cognitive impairments post-discontinuation are well-documented. It is contraindicated in pregnancy and lactation due to teratogenic and neonatal withdrawal potential. Diazepam continues to be a mainstay therapeutic agent on the World Health Organization’s List of Essential Medicines, despite its risk for abuse and dependency, underscoring the necessity for judicious prescribing practice.

DRUG 2 NAME: Temozolomide
DRUG 2 BACKGROUND INFORMATION: Temozolomide is a cytotoxic alkylating agent employed primarily in neuro-oncology for the management of high-grade gliomas, including glioblastoma multiforme and anaplastic astrocytoma, administered orally or intravenously. The therapeutic action involves DNA methylation at the O6 and N7 positions of guanine, leading to DNA strand breaks and apoptosis, particularly effective in the presence of MGMT promoter methylation, enhancing chemosensitivity. Adverse hematologic effects largely manifest as myelosuppression, including neutropenia, lymphopenia, and thrombocytopenia, alongside gastrointestinal disturbances such as emesis and anorexia, dermatological reactions typified by alopecia and rash, and neurological symptoms like convulsions and fatigue. Additionally, temozolomide's synergistic efficacy with PARP inhibitors, notably olaparib, extends its utility in salvage therapy for recalcitrant malignancies like relapsed small cell lung cancer, augmenting its strategic application in oncology pharmacotherapy.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Diazepam-drug toxicity NOS-Temozolomide","Which drug, when used in patients already receiving a benzodiazepine anxiolytic that enhances GABA_A receptor activity and is associated with CNS and respiratory depression, may increase the risk of toxicity for the benzodiazepine through mechanisms related to myelosuppression or potential pharmacodynamic interactions?",Temozolomide,0
Cetirizine-Sildenafil,"DRUG 1 NAME: Cetirizine
DRUG 1 SMILES: C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl

DRUG 2 NAME: Sildenafil
DRUG 2 SMILES: CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Cetirizine-Hydrogen Bonding-Sildenafil","Between the molecule containing a piperazine ring with a chlorophenyl group and a carboxylic acid moiety, and the molecule composed of a pyrazolopyrimidinone core attached to a sulfonamide and an ethoxy group, which one acts as the hydrogen bond acceptor when these two compounds interact via hydrogen bonding?",Sildenafil,3
Dofetilide-Bimatoprost,"DRUG 1 NAME: Dofetilide
DRUG 1 SMILES: CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C

DRUG 2 NAME: Bimatoprost
DRUG 2 SMILES: CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Dofetilide-Hydrogen Bonding-Bimatoprost","Which of the two drugs, one featuring two methanesulfonamide groups attached to aromatic rings and a tertiary amine side chain, and the other possessing a prostaglandin-like structure with multiple hydroxyl groups and a long aliphatic chain, can serve as a hydrogen bond acceptor in its interaction with the other drug?",Dofetilide,3
Amlodipine-Metolazone-Metoprolol,"DRUG 1 NAME: Amlodipine
DRUG 1 SMILES: CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN

DRUG 2 NAME: Metolazone
DRUG 2 SMILES: CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl

DRUG 3 NAME: Metoprolol
DRUG 3 SMILES: CC(C)NCC(COC1=CC=C(C=C1)CCOC)O

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Amlodipine-Hydrogen Bond-Metolazone
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Metolazone-Hydrogen Bonding-Metoprolol","A thiazide-like diuretic containing a sulfonamide group and a fused bicyclic aromatic system forms a hydrogen bond with a molecule characterized by an isopropylamino side chain, an ether-linked phenyl ring, and a secondary alcohol. Which compound is the hydrogen bond acceptor in this interaction?",Metoprolol,4
Zolpidem-Perindopril,"DRUG 1 NAME: Zolpidem
DRUG 1 BACKGROUND INFORMATION: Zolpidem is a nonbenzodiazepine hypnotic agent, distinguished pharmacologically as an imidazopyridine and classified as a Z-drug, primarily indicated for the short-term amelioration of insomnia. Its therapeutic efficacy in decreasing sleep latency, quantified as approximately a 15-minute reduction in sleep onset, is attributed to its function as a positive allosteric modulator of the GABAA receptor, thereby potentiating inhibitory GABAergic transmission in the central nervous system by binding at sites akin to benzodiazepines. Pharmacokinetically, zolpidem exhibits a biphasic elimination with a half-life averaging 2 to 3 hours, extended in hepatic impairment, necessitating careful dose adjustments. Administered orally, it is formulated as immediate-release, extended-release, and sublingual tablets, with dosing typically post-behavioral interventions such as CBT-I and sleep hygiene practices. Adverse effect profiles include, but are not limited to, somnolence, cephalalgia, nausea, and potential neuropsychiatric disturbances like amnesia and visual/auditory hallucinations, warranting consideration of flumazenil antagonism in overdose scenarios albeit primarily managed with supportive measures. Zolpidem's controlled substance designation under Schedule IV in the US reflects its abuse potential, underscored by its high prescription frequency with over 9 million prescriptions annually, placing it as a prominent therapeutic option for sleep disorders.

DRUG 2 NAME: Perindopril
DRUG 2 BACKGROUND INFORMATION: Perindopril, a potent long-acting angiotensin-converting enzyme (ACE) inhibitor, effectively mitigates hypertensive states, heart failure, and stable coronary artery disease by obstructing angiotensin II synthesis, a critical vasopressor, thereby engendering vasodilation and augmented natriuresis, cumulatively attenuating systemic vascular resistance and volumetric load. The prodrug, perindopril, undergoes hepatic biotransformation to its active moiety, perindoprilat, exerting pharmacological efficacy through increased plasma renin activity and suppressed aldosterone biosynthesis, resulting in enhanced sodium excretion. Administered as perindopril arginine/amlodipine or perindopril erbumine, these formulations remain bioequivalent yet necessitate dosage adjustments for optimal equipotent dosing. Due to teratogenic potential, its usage is contraindicated during gestation, and hypersensitivity reactions alongside adverse events such as persistent cough, cephalalgia, vertigo, gastrointestinal disturbances represent common tolerability issues.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Zolpidem-loss of weight-Perindopril","Which drug, when used in conjunction with an agent that induces vasodilation by inhibiting angiotensin II synthesis, is associated with causing a decrease in body weight?",Zolpidem,0
